got the news, Surprise
 clairmc my riding time has been dismal too during these rainy weeks haven t been able to make myself to go to the gym instead , Sad
 ekalavyab dammit i had the passes but i am still at work, Sad
going to the doctors now scared as shit , Sad
my body hurt i need a rub down like now , Sad
 chantelnicole i am lost please help me find a good home , Sad
 countingcrows i m totally gutted i ended up with my foot in a cast today so i can t travel to nottingham now to see you guys xxx, Sad
 electricdog  characters i find is rarely enough to elaborate much upon anything , Sad
my throat hurts, Sad
 eazyeron effy breaks my heart , Sad
 thinkgeek aw man , Sad
http pinkpawsforlife org pets get cancer too , Sad
 quot isn t she lovely isn t she beautiful quot sorry stevie you re not really in a position to make that judgement steviewonder, Sad
braxton was up at   untill am and now he won t sleep more than  minutes at a time it s hard to be a mom on days like this , Sad
sitting home sick wish this cold wuld go away start skool mon yay not so much, Sad
trying to get into the groove of studying heeelllppppp meeeeeeee, Sad
 infinitus when they don t pop well i feel lousier after playing those , Sad
ahh everyone s out today taking in the sunny weather except me might go and watch some tv , Sad
got back from walking to school gotta go back around one or two that heat almost gave me a stroke, Sad
you know you re working to late when you hear about the sun setting via twitter, Sad
starting phase  of operation quot be productive quot pack clothes can t find pink tank top oh no , Sad
 youngbanks did you already get your update i havent yet, Sad
 cazp lol y is it really gross i m hungry and theres nothin to have, Sad
 uncomplex not sure i can make it afterall, Sad
i had my chance and blew it now i have to suffer the consequences gnite tweeps, Sad
kids out for summer pool has been taken over no more tanning girls haiku yayschoolisout sarcasm, Sad
my sister got a lunch date and i don t, Sad
sitting at my desk wishing things were different, Sad
is wondering why no one else is following it c mon people , Sad
 caitykaboom so sad i have to pay , Sad
not feeling comfortable with myself today, Sad
 eogasawa you looked great for being sick yesterday i m sorry i didn t really make an effort to say hi i was preoccupied for a while, Sad
i have a headache, Sad
is sooo confused these days but glad to be back from lillestrï ½m, Sad
of all things good and awesome about shooting destination weddings i ll miss my baby girl for few days fb, Sad
 dnbauman hahah yeah i had the same problem tomorrow there is a bday dinner for terry at   so i don t think we ll see the fight, Sad
my car is in at the garage amp is not coming out anytime soon last time i heard the gearbox was the problem still waiting for the quote , Sad
on hold with unemployment hoping to get call completed before i need to get daughter from school not looking good, Sad
iï ½m back sorry lot a work news , Sad
ok nevermind photo was set to private sorry , Sad
 ilovesarai i think i am going to do lennys i dont know ahh lol i hate making decsions , Sad
tgif what a morning it s been non stop amp i need coffee stayed up late last night trying to get todays work done didn t work, Sad
 deedz i totally agree i just don t like it when everybody closes the windows in buses trains etc i m afraid of getting diseases there, Sad
 rukkie what to say , Sad
 nancyedunne oh nancy so sorry for your loss amp wishing you the best , Sad
slept at my parents the bed was hard as a rock now my back feels like a rock, Sad
 deadra i could have bought a vespa with the amount of money i just spent, Sad
industrial tommorow oh yeah amp i get to go see a bunch of old people go away forever amp i will probably cry all over the place , Sad
i always feel like i m betraying her trust in me when i drop the pup off at the groomer , Sad
thinkin amp tryin  figure out lifes tricks, Sad
omg i was so nervous last block i had my speech and i almost puked it was horrible i bet i got a bad grade on it , Sad
i want guitar hero world tour soo bad , Sad
just realized i gained  pounds in the last year http bit ly wcra, Sad
i m really bored my brother went to get his permit stay off the roads jk lol it feels like all my friends have abandoned me except , Sad
 drewryanscott i would be there but i live across the country, Sad
so hot in the office as air con been broken for weeks fans on all round office but they just push hot air around really and not helping, Sad
wait a sec there are only  more days left of hotdogging i did not sign up for this , Sad
gettn ready to take a trip to jersey my dad s not doing so good he needs a new heart whoeva see s this please say a prayer for my dad, Sad
ive got a headache now, Sad
today seems like it should be a good day even though my fuel pump is going out on my car xoxo , Sad
i didn t wake up early enough to go roller blading contrary to a tributary i flow endlessly, Sad
not feeling too good at all about to head to work from   not a bad shift just not fun when you don t feel well hope it goes fast, Sad
 mindy i wish i knew trying to figure something out here too, Sad
i think i m running a fever and not feeling so well , Sad
i m extremely hungry and the only thing i have in my house is soup i don t like soup pouts , Sad
mouth hurts, Sad
 megshine have fun focus grouping i have no participants as of yet , Sad
 allureonfire i m lookin the news and its not gonna b warm enough for the beach, Sad
 jkmodels i missed your party you must forgive me pleassse i feel bad , Sad
its payday yay for all the good it does bills bills bills i m broke again already, Sad
so tired work today , Sad
ok i have to turn off all of my twitter device updates until i get a new battery phone goes from fully charged to dead in about  hours, Sad
i have high cholesterol, Sad
headed to verizon praying that pinkberry is going to make it , Sad
back to the salt mine for my one day work week so much to do , Sad
i have to pee fucking coffee sooo long until break time  more letters what to write what to write oh used them all up , Sad
lol that bank told me the time , Sad
 thevegetable me , Sad
 hollsh i want to come over, Sad
i m nauseous i need a yogurt or something , Sad
i now know more than i ever wanted to know about the extinction of frogs, Sad
i wanna leave after nd period cryy , Sad
really nice outside i m stuck at work, Sad
gardening stuff i ordered got returned to sender because it was damage need to work out how to get to a garden centre , Sad
